program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
Binomial,8,openrouter,openai/gpt-5-mini,2026-03-15T23:28:56.364035,2026-03-15T23:29:27.775679,31.411644,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k), ReLU(t)]","[ReLU(x - n), ReLU(x - k), ReLU(t)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",4694,
Binomial,9,openrouter,openai/gpt-5-mini,2026-03-15T23:29:35.939816,2026-03-15T23:29:59.681863,23.742047,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k), ReLU(t)]","[ReLU(x - n), ReLU(x - k), ReLU(t)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",5957,
Binomial,10,openrouter,openai/gpt-5-mini,2026-03-15T23:30:07.905526,2026-03-15T23:30:39.774539,31.869013,"vars=['x', 'y', 'z', 'n', 'k', 'f1', 't', 'f2', 'd', 'f3', 'den', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - n), ReLU(x - k)]","[ReLU(x - n), ReLU(x - k)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",6539,
Parts,1,openrouter,openai/gpt-5-mini,2026-03-15T23:30:43.741287,2026-03-15T23:31:34.990928,51.249641,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p), ReLU(m - t)]","[ReLU(x - p), ReLU(m - t)]",ERROR,,5956,
Parts,2,openrouter,openai/gpt-5-mini,2026-03-15T23:31:37.926717,2026-03-15T23:33:57.531918,139.605201,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p)+ReLU(x - q), ReLU(cp - cq)+ReLU(cp), ReLU(t)]","[ReLU(x - p)+ReLU(x - q), ReLU(cp - cq)+ReLU(cp), ReLU(t)]",ERROR,,12319,
Parts,3,openrouter,openai/gpt-5-mini,2026-03-15T23:34:00.567626,2026-03-15T23:35:22.666243,82.098617,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(t), ReLU(cq)]","[ReLU(t), ReLU(cq)]",ERROR,,7229,
Parts,4,openrouter,openai/gpt-5-mini,2026-03-15T23:35:25.547868,2026-03-15T23:37:55.811224,150.263356,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(m - cq), ReLU(t)]","[ReLU(m - cq), ReLU(t)]",ERROR,,10846,
Parts,5,openrouter,openai/gpt-5-mini,2026-03-15T23:37:58.950463,2026-03-15T23:39:13.545428,74.594965,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p), ReLU(m - t)]","[ReLU(x - p), ReLU(m - t)]",ERROR,,5484,
Parts,6,openrouter,openai/gpt-5-mini,2026-03-15T23:39:18.179745,2026-03-15T23:40:11.845222,53.665477,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p), ReLU(x - q), ReLU(t)]","[ReLU(x - p), ReLU(x - q), ReLU(t)]",ERROR,,5248,
Parts,7,openrouter,openai/gpt-5-mini,2026-03-15T23:40:16.082678,2026-03-15T23:41:18.868353,62.785675,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p), ReLU(x - q), ReLU(t)]","[ReLU(x - p), ReLU(x - q), ReLU(t)]",ERROR,,5709,
Parts,8,openrouter,openai/gpt-5-mini,2026-03-15T23:41:23.046451,2026-03-15T23:43:03.330617,100.284166,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p), ReLU(2*x + 1 - t)]","[ReLU(x - p), ReLU(2*x + 1 - t)]",ERROR,,8663,
Parts,9,openrouter,openai/gpt-5-mini,2026-03-15T23:43:07.538368,2026-03-15T23:45:07.792700,120.254332,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(m - t), ReLU(cp + cq)]","[ReLU(m - t), ReLU(cp + cq)]",ERROR,,9654,
Parts,10,openrouter,openai/gpt-5-mini,2026-03-15T23:45:11.891880,2026-03-15T23:45:41.444229,29.552349,"vars=['x', 'y', 'z', 'm', 'p', 'q', 't', 'cp', 'cq'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - p), ReLU(t)]","[ReLU(x - p), ReLU(t)]",ERROR,,3611,
javaLogBuiltIn,1,openrouter,openai/gpt-5-mini,2026-03-15T23:45:44.423205,2026-03-15T23:45:54.200056,9.776851,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - 1)],[ReLU(x - 1)],YES,,2096,
reccounter1,1,openrouter,openai/gpt-5-mini,2026-03-15T23:45:57.957894,2026-03-15T23:46:24.212169,26.254275,"vars=['x', 'r', 'a', 'rc'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - a), ReLU(rc)]","[ReLU(x - a), ReLU(rc)]",NO,"{
  ""x"": 1
}",3369,
reccounter1,2,openrouter,openai/gpt-5-mini,2026-03-15T23:46:27.979849,2026-03-15T23:47:00.110105,32.130256,"vars=['x', 'r', 'a', 'rc'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - a + 1), ReLU(rc)]","[ReLU(x - a + 1), ReLU(rc)]",YES,,4226,
reccounter3,1,openrouter,openai/gpt-5-mini,2026-03-15T23:47:03.757633,2026-03-15T23:47:22.538651,18.781018,"vars=['x', 'r', 'a', 'rc'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - a + 1), ReLU(rc)]","[ReLU(x - a + 1), ReLU(rc)]",YES,,2748,
DivMinus,1,openrouter,openai/gpt-5-mini,2026-03-15T23:47:26.657542,2026-03-15T23:47:37.860723,11.203181,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2105,
DivMinus2,1,openrouter,openai/gpt-5-mini,2026-03-15T23:47:42.643257,2026-03-15T23:48:18.772362,36.129105,"vars=['x', 'y', 'r'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y + 1), ReLU(y1) + ReLU(-y1)]","[ReLU(x - y + 1), ReLU(y1) + ReLU(-y1)]",NO,"{
  ""x"": 0,
  ""y"": 1
}",4000,
DivMinus2,2,openrouter,openai/gpt-5-mini,2026-03-15T23:48:22.604459,2026-03-15T23:49:06.442575,43.838116,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y + 1), ReLU(y1)]","[ReLU(x - y + 1), ReLU(y1)]",NO,"{
  ""x"": 0,
  ""y"": 1
}",4923,
DivMinus2,3,openrouter,openai/gpt-5-mini,2026-03-15T23:49:10.089890,2026-03-15T23:50:05.047550,54.95766,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y + 1), ReLU(x)]","[ReLU(x - y + 1), ReLU(x)]",NO,"{
  ""x"": 0,
  ""y"": 2
}",5547,
DivMinus2,4,openrouter,openai/gpt-5-mini,2026-03-15T23:50:08.870371,2026-03-15T23:51:23.519136,74.648765,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y), ReLU(x - r)]","[ReLU(x - y), ReLU(x - r)]",NO,"{
  ""x"": 0,
  ""y"": 1
}",6594,
DivMinus2,5,openrouter,openai/gpt-5-mini,2026-03-15T23:51:27.368620,2026-03-15T23:52:01.800769,34.432149,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],NO,"{
  ""x"": 0,
  ""y"": 1
}",3903,
DivMinus2,6,openrouter,openai/gpt-5-mini,2026-03-15T23:52:06.034264,2026-03-15T23:53:01.334527,55.300263,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],NO,"{
  ""x"": 0,
  ""y"": 1
}",5242,
DivMinus2,7,openrouter,openai/gpt-5-mini,2026-03-15T23:53:06.204759,2026-03-15T23:53:47.193098,40.988339,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*x)],[ReLU(1*x)],NO,"{
  ""x"": 0,
  ""y"": 1
}",4995,
DivMinus2,8,openrouter,openai/gpt-5-mini,2026-03-15T23:53:50.916100,2026-03-15T23:54:27.611756,36.695656,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y + 1), ReLU(x)]","[ReLU(x - y + 1), ReLU(x)]",NO,"{
  ""x"": 0,
  ""y"": 2
}",4866,
DivMinus2,9,openrouter,openai/gpt-5-mini,2026-03-15T23:54:31.394377,2026-03-15T23:55:20.274692,48.880315,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0,
  ""y"": 1
}",5592,
DivMinus2,10,openrouter,openai/gpt-5-mini,2026-03-15T23:55:24.212095,2026-03-15T23:56:23.876895,59.6648,"vars=['x', 'y', 'r'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(100 - r), ReLU(x - r)]","[ReLU(100 - r), ReLU(x - r)]",NO,"{
  ""x"": 0,
  ""y"": 1
}",6782,
GCD3,1,openrouter,openai/gpt-5-mini,2026-03-15T23:56:27.859162,2026-03-15T23:56:46.059390,18.200228,"vars=['x', 'y', 'x1'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",2571,
GCD3,2,openrouter,openai/gpt-5-mini,2026-03-15T23:56:49.931288,2026-03-15T23:57:22.739192,32.807904,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",3938,
GCD3,3,openrouter,openai/gpt-5-mini,2026-03-15T23:57:27.334510,2026-03-15T23:57:44.777533,17.443023,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",3082,
GCD3,4,openrouter,openai/gpt-5-mini,2026-03-15T23:57:48.758971,2026-03-15T23:58:29.352167,40.593196,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",4541,
GCD3,5,openrouter,openai/gpt-5-mini,2026-03-15T23:58:35.066224,2026-03-15T23:59:00.350909,25.284685,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",3639,
GCD3,6,openrouter,openai/gpt-5-mini,2026-03-15T23:59:04.106223,2026-03-15T23:59:29.142506,25.036283,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",3736,
GCD3,7,openrouter,openai/gpt-5-mini,2026-03-15T23:59:33.016319,2026-03-15T23:59:45.300653,12.284334,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",2860,
GCD3,8,openrouter,openai/gpt-5-mini,2026-03-15T23:59:49.118879,2026-03-16T00:00:22.734602,33.615723,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y), ReLU(x)]","[ReLU(y), ReLU(x)]",NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",4341,
GCD3,9,openrouter,openai/gpt-5-mini,2026-03-16T00:00:26.589190,2026-03-16T00:00:40.956556,14.367366,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",2802,
GCD3,10,openrouter,openai/gpt-5-mini,2026-03-16T00:00:46.524276,2026-03-16T00:01:10.199999,23.675723,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",3131,
GCD4,1,openrouter,openai/gpt-5-mini,2026-03-16T00:01:14.560074,2026-03-16T00:01:41.760453,27.200379,"vars=['x', 'y', 'x1'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",2622,
GCD4,2,openrouter,openai/gpt-5-mini,2026-03-16T00:01:45.616707,2026-03-16T00:02:15.923483,30.306776,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,"{
  ""t"": 0,
  ""x"": 0,
  ""y"": 0,
  ""x1"": 0
}",3470,
GCD4,3,openrouter,openai/gpt-5-mini,2026-03-16T00:02:19.942225,2026-03-16T00:03:02.536582,42.594357,"vars=['x', 'y', 'x1'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y - 1), ReLU(x1)]","[ReLU(y - 1), ReLU(x1)]",YES,,4242,
IntPath,1,openrouter,openai/gpt-5-mini,2026-03-16T00:03:06.945670,2026-03-16T00:03:22.234669,15.288999,"vars=['i', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1 - y)],[ReLU(1 - y)],YES,,2156,
Log,1,openrouter,openai/gpt-5-mini,2026-03-16T00:03:26.332527,2026-03-16T00:03:45.364341,19.031814,"vars=['x', 'r', 'r1'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - 1), ReLU(x1 - 1)]","[ReLU(x - 1), ReLU(x1 - 1)]",YES,,2629,
LogAG,1,openrouter,openai/gpt-5-mini,2026-03-16T00:03:49.770099,2026-03-16T00:04:21.863042,32.092943,"vars=['x', 'r', 'r1'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - 1), ReLU(x1 - 1)]","[ReLU(x - 1), ReLU(x1 - 1)]",YES,,3505,
McCarthyIterative,1,openrouter,openai/gpt-5-mini,2026-03-16T00:04:25.845976,2026-03-16T00:07:47.678851,201.832875,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-1*x + 10*c + 91), ReLU(1*x - 101)]","[ReLU(-1*x + 10*c + 91), ReLU(1*x - 101)]",NO,"{
  ""x"": 0
}",13845,
McCarthyIterative,2,openrouter,openai/gpt-5-mini,2026-03-16T00:07:51.052641,2026-03-16T00:09:01.404640,70.351999,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10*c -1*x + 91), ReLU(1*c + 0)]","[ReLU(10*c -1*x + 91), ReLU(1*c + 0)]",YES,,6744,
MinusBuiltIn,1,openrouter,openai/gpt-5-mini,2026-03-16T00:09:04.749270,2026-03-16T00:09:16.548164,11.798894,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1935,
MinusUserDefined,1,openrouter,openai/gpt-5-mini,2026-03-16T00:09:20.117348,2026-03-16T00:09:48.539615,28.422267,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0,
  ""y"": 0
}",2825,
MinusUserDefined,2,openrouter,openai/gpt-5-mini,2026-03-16T00:09:52.028474,2026-03-16T00:10:21.055433,29.026959,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""x"": 0,
  ""y"": 0
}",3541,
MinusUserDefined,3,openrouter,openai/gpt-5-mini,2026-03-16T00:10:24.974771,2026-03-16T00:11:05.930744,40.955973,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0,
  ""y"": 0
}",4648,
MinusUserDefined,4,openrouter,openai/gpt-5-mini,2026-03-16T00:11:09.738185,2026-03-16T00:11:54.011057,44.272872,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""x"": 0,
  ""y"": 0
}",4382,
MinusUserDefined,5,openrouter,openai/gpt-5-mini,2026-03-16T00:11:57.953554,2026-03-16T00:12:21.769044,23.81549,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3518,
MinusUserDefined,6,openrouter,openai/gpt-5-mini,2026-03-16T00:12:25.448080,2026-03-16T00:12:56.515301,31.067221,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0,
  ""y"": 0
}",3548,
MinusUserDefined,7,openrouter,openai/gpt-5-mini,2026-03-16T00:13:00.382281,2026-03-16T00:13:42.595858,42.213577,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(x - y)]","[ReLU(x), ReLU(x - y)]",YES,,4403,
Nested2,1,openrouter,openai/gpt-5-mini,2026-03-16T00:13:46.715924,2026-03-16T00:14:10.251986,23.536062,"vars=['i', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10 - i), ReLU(12 - j)]","[ReLU(10 - i), ReLU(12 - j)]",YES,,2705,
PastaA1,1,openrouter,openai/gpt-5-mini,2026-03-16T00:14:13.921975,2026-03-16T00:14:29.107261,15.185286,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0,
  ""y"": 0
}",2156,
PastaA1,2,openrouter,openai/gpt-5-mini,2026-03-16T00:14:32.716479,2026-03-16T00:14:59.309211,26.592732,"vars=['x'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(x - y)]","[ReLU(x), ReLU(x - y)]",YES,,3148,
PastaA10,1,openrouter,openai/gpt-5-mini,2026-03-16T00:15:03.160926,2026-03-16T00:15:16.830675,13.669749,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y) + ReLU(y - x)],[ReLU(x - y) + ReLU(y - x)],YES,,2131,
PastaA4,1,openrouter,openai/gpt-5-mini,2026-03-16T00:15:20.201070,2026-03-16T00:15:30.618180,10.41711,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1875,
PastaA7,1,openrouter,openai/gpt-5-mini,2026-03-16T00:15:33.962272,2026-03-16T00:15:45.816527,11.854255,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,2039,
PastaB1,1,openrouter,openai/gpt-5-mini,2026-03-16T00:15:49.279206,2026-03-16T00:15:59.268762,9.989556,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1872,
PastaB14,1,openrouter,openai/gpt-5-mini,2026-03-16T00:16:03.606589,2026-03-16T00:16:35.899756,32.293167,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",YES,,3540,
PastaB15,1,openrouter,openai/gpt-5-mini,2026-03-16T00:16:39.738822,2026-03-16T00:17:05.324694,25.585872,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - z)],[ReLU(x - z)],NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 1
}",3085,
PastaB15,2,openrouter,openai/gpt-5-mini,2026-03-16T00:17:09.836476,2026-03-16T00:17:39.075853,29.239377,"vars=['x', 'y', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y), ReLU(y - z)]","[ReLU(x - y), ReLU(y - z)]",YES,,3483,
PastaB16,1,openrouter,openai/gpt-5-mini,2026-03-16T00:17:42.995246,2026-03-16T00:17:56.841187,13.845941,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*x + 0), ReLU(1*y + 0)]","[ReLU(1*x + 0), ReLU(1*y + 0)]",YES,,2256,
PastaB17,1,openrouter,openai/gpt-5-mini,2026-03-16T00:18:00.572504,2026-03-16T00:18:26.759885,26.187381,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - z), ReLU(y - z)]","[ReLU(x - z), ReLU(y - z)]",YES,,3180,
PastaB2,1,openrouter,openai/gpt-5-mini,2026-03-16T00:18:30.579397,2026-03-16T00:18:35.801632,5.222235,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1772,
PastaB4,1,openrouter,openai/gpt-5-mini,2026-03-16T00:18:39.069795,2026-03-16T00:18:46.580461,7.510666,"vars=['x', 'y', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1815,
PastaB6,1,openrouter,openai/gpt-5-mini,2026-03-16T00:18:49.987990,2026-03-16T00:18:55.731968,5.743978,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,1758,
PastaB7,1,openrouter,openai/gpt-5-mini,2026-03-16T00:18:59.352779,2026-03-16T00:19:12.825118,13.472339,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - z) + ReLU(y - z)],[ReLU(x - z) + ReLU(y - z)],YES,,2165,
PastaC3,1,openrouter,openai/gpt-5-mini,2026-03-16T00:19:18.247845,2026-03-16T00:19:48.131318,29.883473,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y - x), ReLU(x - z + 1)]","[ReLU(y - x), ReLU(x - z + 1)]",YES,,3621,
PastaC7,1,openrouter,openai/gpt-5-mini,2026-03-16T00:19:51.848093,2026-03-16T00:20:05.636840,13.788747,"vars=['i', 'j', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - j)],[ReLU(k - j)],YES,,2218,
PastaC9,1,openrouter,openai/gpt-5-mini,2026-03-16T00:20:09.053838,2026-03-16T00:20:28.718496,19.664658,"vars=['x', 'y', 'r', 'r1'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",YES,,2672,
Sequence,1,openrouter,openai/gpt-5-mini,2026-03-16T00:20:32.409213,2026-03-16T00:20:44.166596,11.757383,"vars=['i', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(100 - i), ReLU(21 - j)]","[ReLU(100 - i), ReLU(21 - j)]",YES,,2060,
WhileDecr,1,openrouter,openai/gpt-5-mini,2026-03-16T00:20:48.012731,2026-03-16T00:20:59.742527,11.729796,"vars=['i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(i - 5)],[ReLU(i - 5)],YES,,2036,
a01,1,openrouter,openai/gpt-5-mini,2026-03-16T00:21:03.440211,2026-03-16T00:21:34.861047,31.420836,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(x - y)]","[ReLU(x), ReLU(x - y)]",YES,,4290,
a04,1,openrouter,openai/gpt-5-mini,2026-03-16T00:21:38.682579,2026-03-16T00:21:42.345713,3.663134,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1685,
a05,1,openrouter,openai/gpt-5-mini,2026-03-16T00:21:45.675953,2026-03-16T00:21:56.956682,11.280729,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y - 1)],[ReLU(x - y - 1)],NO,"{
  ""x"": 0,
  ""y"": 0
}",2003,
a05,2,openrouter,openai/gpt-5-mini,2026-03-16T00:22:00.430202,2026-03-16T00:22:18.212147,17.781945,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,2812,
a06,1,openrouter,openai/gpt-5-mini,2026-03-16T00:22:21.522591,2026-03-16T00:22:27.474205,5.951614,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y - z)],[ReLU(x - y - z)],YES,,1956,
a07,1,openrouter,openai/gpt-5-mini,2026-03-16T00:22:31.889642,2026-03-16T00:22:45.320457,13.430815,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*x + -1*y)],[ReLU(1*x + -1*y)],YES,,2104,
a08,1,openrouter,openai/gpt-5-mini,2026-03-16T00:22:48.643921,2026-03-16T00:22:54.720424,6.076503,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],YES,,1957,
a09assume,1,openrouter,openai/gpt-5-mini,2026-03-16T00:22:58.154274,2026-03-16T00:23:13.667377,15.513103,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - z + 1)],[ReLU(x - z + 1)],YES,,2470,
